CardCode,CardName,CNPJ,City,State,Phone1,E_Mail,SlpCode,CreateDate,UpdateDate
C00218,Nunes Silva Ltda.,61595148465648,Fortaleza,CE,11 7293-4301,escola34@email.com.br,9,2022-02-05,2024-01-24
C00219,da Paz,73158514936899,Olinda,PE,+55 (041) 7139 6605,escola99@email.com.br,10,2022-08-02,2025-02-24
C00220,Mendonça,51713395962923,João Pessoa,PB,(084) 8303 4414,escola221@email.com.br,17,2023-06-20,2023-09-05
C00221,Castro,27849808412411,Vitória,ES,(031) 8850 1556,escola25@email.com.br,17,2023-05-21,2024-01-27
C00222,Brito,32830965207446,Olinda,PE,0300 902 3557,escola289@email.com.br,18,2023-04-27,2024-09-26
C00223,Siqueira,24041574733848,Belém,PA,(071) 0272-7857,escola160@email.com.br,21,2023-01-03,2024-12-06
C00224,Teixeira S.A.,62890028772175,Fortaleza,CE,81 0849 5880,escola310@email.com.br,8,2022-08-28,2024-02-05
C00225,Carvalho S.A.,98250714611254,Belém,PA,+55 (084) 9551-2405,escola209@email.com.br,13,2022-10-18,2025-08-18
C00226,Montenegro Caldeira e Filhos,51823374989413,Feira de Santana,BA,41 8299 6291,escola56@email.com.br,16,2023-04-06,2023-07-15
C00227,Cassiano Freitas S.A.,71094777520471,Joinville,SC,(041) 5046 1735,escola58@email.com.br,9,2022-04-07,2024-02-24
C00228,da Mota,89944171545444,Salvador,BA,(041) 4384-2150,escola288@email.com.br,23,2022-01-09,2025-03-11
C00229,Novais S.A.,30564139537672,Maceió,AL,+55 (081) 1780-7823,escola7@email.com.br,1,2022-04-26,2024-06-22
C00230,Peixoto,44310698720506,Belém,PA,(081) 7845 2182,escola270@email.com.br,7,2023-06-09,2025-10-23
C00231,Araújo da Costa - EI,06797403447134,Belo Horizonte,MG,+55 (084) 0768-1040,escola62@email.com.br,21,2023-03-06,2023-07-24
C00232,Barbosa Pastor e Filhos,29121277561853,Belo Horizonte,MG,0300-157-0184,escola249@email.com.br,6,2022-05-11,2024-08-09
C00233,Lopes Viana - EI,43959953428364,Vitória,ES,+55 (031) 9435 3344,escola178@email.com.br,5,2022-12-24,2024-03-27
C00234,das Neves,65902771670145,Ribeirão Preto,SP,61 5714-2241,escola308@email.com.br,6,2022-02-10,2024-03-25
C00235,da Conceição Ltda.,16373516091779,Brasília,DF,+55 (021) 9881 3858,escola316@email.com.br,3,2022-06-24,2025-11-30
C00236,Novaes,92755719285654,Natal,RN,(051) 4249 3214,escola135@email.com.br,8,2022-03-29,2025-03-17
C00237,Santos Azevedo S/A,00978820812191,Uberlândia,MG,0800-587-0207,escola21@email.com.br,2,2022-12-31,2024-10-04
C00238,Marques Abreu e Filhos,37770143634957,Olinda,PE,+55 (071) 1601 6629,escola54@email.com.br,15,2022-05-18,2023-07-08
C00239,da Cunha Aparecida e Filhos,01938026206724,Campinas,SP,0900 795 4538,escola163@email.com.br,9,2022-10-14,2023-09-06
C00240,Nogueira,36226609379660,Curitiba,PR,+55 21 7921 7174,escola212@email.com.br,1,2022-02-27,2025-06-24
C00241,Ferreira,39301031051834,Porto Alegre,RS,(061) 7332-9456,escola15@email.com.br,23,2023-05-22,2025-06-06
C00242,Leão e Filhos,99799552717744,Belém,PA,+55 (061) 5577-0171,escola110@email.com.br,19,2022-10-06,2023-10-11
C00243,Montenegro,88568557444313,Florianópolis,SC,(084) 7724 5992,escola55@email.com.br,19,2022-08-09,2023-12-11
C00244,Novaes,74529912419049,Joinville,SC,31 1615-8148,escola48@email.com.br,9,2023-01-16,2025-09-07
C00245,Freitas da Paz S.A.,59774688623924,Salvador,BA,(061) 6963-9382,escola120@email.com.br,8,2022-03-19,2023-08-30
C00246,da Luz S.A.,70283857865278,Pelotas,RS,(081) 6153-9669,escola157@email.com.br,20,2023-05-10,2025-07-01
C00247,Martins Garcia Ltda.,25634216073375,São Luís,MA,(081) 8321 9719,escola30@email.com.br,20,2022-11-13,2023-10-10
C00248,Rezende Monteiro - ME,23662994680443,São Paulo,SP,0300-758-1724,escola35@email.com.br,21,2022-05-28,2023-11-25
C00249,Guerra Araújo S.A.,36576615654527,Natal,RN,71 1919 6570,escola96@email.com.br,25,2022-10-11,2025-01-08
C00250,Pires,79356465193982,Ribeirão Preto,SP,+55 31 3290 2278,escola204@email.com.br,15,2022-01-29,2025-02-21
C00251,ESCOLA TESTE,87264963225174,São Paulo,SP,,,1,2022-01-15,2022-01-15
C00252,DEMO - NÃO USAR,22404326118900,São Paulo,SP,,,1,2022-01-15,2022-01-15
C00253,QA 001,34686163070286,São Paulo,SP,,,1,2022-01-15,2022-01-15
C00254,Gomes,72020095366219,Santos,SP,0800-973-3549,antiga0@email.com.br,7,2022-01-01,2022-06-01
C00255,Lopes,68900577950017,Campinas,SP,(084) 1909 8624,antiga1@email.com.br,5,2022-01-01,2022-06-01
C00256,Freitas - EI,59007397130722,São Paulo,SP,+55 (071) 0851 4036,antiga2@email.com.br,4,2022-01-01,2022-06-01
C00257,Pires,38690871672210,Santos,SP,(051) 6666 8327,antiga3@email.com.br,11,2022-01-01,2022-06-01
C00258,Correia Novais - ME,46171928170744,Campinas,SP,21 6242 2010,antiga4@email.com.br,14,2022-01-01,2022-06-01
C00259,Silveira Mendonça e Filhos,02344225216025,Campinas,SP,(021) 2126-7969,antiga5@email.com.br,7,2022-01-01,2022-06-01
C00260,Marques Moraes - ME,94120944772690,Campinas,SP,81 7653-2690,antiga6@email.com.br,22,2022-01-01,2022-06-01
C00261,Siqueira,26551327617948,São Paulo,SP,+55 41 8468-9500,antiga7@email.com.br,22,2022-01-01,2022-06-01
C00262,Santos,24559851602119,São Paulo,SP,31 1971 2847,antiga8@email.com.br,11,2022-01-01,2022-06-01
C00263,Moreira - EI,89126864986478,Ribeirão Preto,SP,+55 31 3718 9490,antiga9@email.com.br,17,2022-01-01,2022-06-01
C00264,Nascimento,62376008844740,Sorocaba,SP,+55 (021) 7787 9565,antiga10@email.com.br,24,2022-01-01,2022-06-01
C00265,da Rocha,37819190749921,Ribeirão Preto,SP,+55 (041) 0949-4079,antiga11@email.com.br,10,2022-01-01,2022-06-01
C00266,Oliveira Aragão e Filhos,00698369235348,Santos,SP,(021) 9047 1281,antiga12@email.com.br,17,2022-01-01,2022-06-01
C00267,da Cunha,64708213986546,Campinas,SP,+55 81 9444 0192,antiga13@email.com.br,5,2022-01-01,2022-06-01
C00268,Ribeiro Machado Ltda.,02123720550330,São Paulo,SP,+55 (051) 4372-8051,antiga14@email.com.br,1,2022-01-01,2022-06-01
